Request_ID,Request_Date,Region,Service_Type,Priority,Customer_Type,Technician_ID,Assignment_Time_Min,Travel_Time_Min,Service_Time_Min,Delay_Reason,Spare_Part_Delay_Min,Approval_Delay_Min,Waiting_Time_Min,Total_Resolution_Time_Min,SLA_Time_Min,SLA_Status,Customer_Rating,Service_Status
SR17373,14-11-2025,Pune,Electrical Service,High,Industrial,T115,26.9,64.9,116.4,Scheduling,0,0,50.9,259.1,240,Breached,4.1,Completed
SR17374,29-07-2025,Chennai,Installation,Medium,Residential,T112,32.7,84.2,123.3,Spare Part,152.5,0,161.9,402.1,270,Breached,3.7,Completed
SR17375,27-01-2026,Hyderabad,Preventive Maintenance,Low,Business,T126,39.1,20.6,73.6,No Delay,0,0,31.4,164.7,300,Within SLA,4.4,Completed
SR17376,06-04-2025,Bangalore,Equipment Repair,Medium,Residential,T117,28.9,18.8,110,No Delay,0,0,21,178.7,270,Within SLA,4.8,Completed
SR17377,27-03-2025,Pune,Equipment Repair,High,Industrial,T102,17.9,66,77.3,Spare Part,105.2,0,155.6,316.8,240,Breached,3.8,Completed
SR17378,19-02-2026,Hyderabad,Equipment Repair,High,Industrial,T117,16.9,76.2,77.6,Approval,0,86,119,289.7,240,Breached,3.3,Completed
SR17379,29-01-2026,Hyderabad,Preventive Maintenance,Low,Industrial,T125,21.3,84.3,78.9,No Delay,0,0,57.4,241.9,300,Within SLA,4.4,Completed
SR17380,16-05-2026,Mumbai,Electrical Service,High,Business,T104,40,66.1,60.4,Technician Availability,0,0,68.1,234.6,240,Within SLA,4.9,Completed
SR17381,05-08-2026,Mumbai,Preventive Maintenance,Critical,Residential,T107,48.2,47.3,80.8,Travel,0,0,15.1,191.4,210,Within SLA,5,Completed
SR17382,13-05-2025,Hyderabad,Installation,Low,Residential,T115,18.4,51.9,81.2,Customer Availability,0,0,11.9,163.4,300,Within SLA,4.9,Completed
SR17383,10-11-2025,Mumbai,Network Support,High,Business,T121,41.4,56.7,105.1,Approval,0,52.9,69.8,273,240,Breached,4.7,Completed
SR17384,09-08-2025,Bangalore,Network Support,Medium,Industrial,T125,40.6,83.7,78.4,No Delay,0,0,38.4,241.1,270,Within SLA,5,Completed
SR17385,14-03-2026,Bangalore,Network Support,Medium,Industrial,T116,62.5,55.9,68.7,Spare Part,129.9,0,176.3,363.4,270,Breached,4.1,Completed
SR17386,15-02-2025,Mumbai,Equipment Repair,Medium,Business,T125,69.9,36.2,105.7,Technician Availability,0,0,5,216.8,270,Within SLA,4.6,Completed
SR17387,11-07-2025,Chennai,Preventive Maintenance,High,Residential,T106,50.9,54.5,57.9,Scheduling,0,0,47.7,211,240,Within SLA,3.9,Completed
SR17388,04-06-2026,Hyderabad,Preventive Maintenance,Medium,Residential,T105,45.6,18.7,81,Technician Availability,0,0,60,205.3,270,Within SLA,4.9,Completed
SR17389,14-01-2026,Bangalore,Equipment Repair,Medium,Residential,T126,43,38.9,104.8,Technician Availability,0,0,40.4,227.1,270,Within SLA,4.5,Completed
SR17390,30-11-2025,Mumbai,Installation,Medium,Residential,T116,24,43.8,109.7,Spare Part,90.4,0,95.2,272.7,270,Breached,4.8,Cancelled
SR17391,08-02-2025,Mumbai,Network Support,Low,Industrial,T101,17.8,42.2,124.5,Technician Availability,0,0,44.3,228.8,300,Within SLA,4.6,Cancelled
SR17392,20-10-2025,Bangalore,Network Support,High,Industrial,T115,11.6,18.3,97,Spare Part,172.3,0,199.8,326.7,240,Breached,4.4,Completed
SR17393,11-06-2025,Bangalore,Equipment Repair,Low,Business,T120,37.4,26.3,88.5,Technician Availability,0,0,23.6,175.8,300,Within SLA,4,Completed
SR17394,27-11-2025,Chennai,Network Support,Medium,Business,T105,23.7,49.6,132.8,Travel,0,0,42.5,248.6,270,Within SLA,4.8,Completed
SR17395,14-04-2025,Mumbai,Electrical Service,Medium,Business,T113,46.9,66.8,60.1,Customer Availability,0,0,52.1,225.9,270,Within SLA,4.5,Completed
SR17396,10-06-2025,Mumbai,Preventive Maintenance,Medium,Industrial,T114,18.1,41.6,108.5,Travel,0,0,22.7,190.9,270,Within SLA,4.8,Completed
SR17397,23-02-2025,Pune,Network Support,Medium,Industrial,T125,38.8,51.5,88.9,Travel,0,0,40.2,219.4,270,Within SLA,5,Completed
SR17398,03-02-2025,Chennai,Network Support,High,Industrial,T102,23.5,67.5,20.4,Spare Part,184.5,0,247.1,358.5,240,Breached,3.5,Completed
SR17399,30-08-2025,Bangalore,Electrical Service,Medium,Business,T102,14.3,103.4,132.9,Approval,0,75.8,113.9,364.5,270,Breached,4.2,Completed
SR17400,23-04-2025,Bangalore,Installation,Medium,Industrial,T119,22.8,43.7,60.7,Spare Part,301.2,0,308.2,435.4,270,Breached,3.6,Completed
SR17401,14-11-2025,Hyderabad,Installation,Medium,Residential,T119,25.3,33.2,170.5,No Delay,0,0,56.1,285.1,270,Breached,4.7,Completed
SR17402,23-01-2025,Bangalore,Electrical Service,High,Industrial,T112,34.7,65.8,89.6,Scheduling,0,0,36.7,226.8,240,Within SLA,4.7,Completed
SR17403,12-07-2026,Mumbai,Installation,Medium,Residential,T123,25.9,67,56.4,No Delay,0,0,37.5,186.8,270,Within SLA,4.5,Completed
SR17404,28-04-2025,Bangalore,Equipment Repair,High,Residential,T130,21.1,23.8,109.1,No Delay,0,0,52.7,206.7,240,Within SLA,4.8,Completed
SR17405,31-07-2025,Mumbai,Electrical Service,Low,Residential,T117,23,27.6,73.4,No Delay,0,0,48,172,300,Within SLA,4.4,Completed
SR17406,22-02-2026,Mumbai,Preventive Maintenance,High,Industrial,T102,5,22.6,87,No Delay,0,0,36.1,150.7,240,Within SLA,5,Completed
SR17407,23-04-2025,Chennai,Preventive Maintenance,Low,Business,T111,29.3,35.7,101.7,No Delay,0,0,50,216.7,300,Within SLA,4.2,Completed
SR17408,13-02-2025,Bangalore,Preventive Maintenance,High,Residential,T117,35.5,67.3,88.2,Approval,0,59.9,106.5,297.5,240,Breached,4.4,Cancelled
SR17409,08-05-2025,Chennai,Network Support,Medium,Residential,T114,28.7,57.1,85.4,Scheduling,0,0,20.7,191.9,270,Within SLA,4.8,Completed
SR17410,07-06-2025,Mumbai,Electrical Service,Medium,Industrial,T109,38,53.4,70,Travel,0,0,32.8,194.2,270,Within SLA,5,Completed
SR17411,29-01-2026,Bangalore,Electrical Service,Medium,Industrial,T126,49.5,30.4,20.4,Approval,0,141.5,203.7,304,270,Breached,4,Completed
SR17412,27-05-2026,Bangalore,Installation,High,Residential,T125,50.9,28.8,96.6,Travel,0,0,17.5,193.8,240,Within SLA,4.9,Completed
SR17413,14-02-2025,Chennai,Electrical Service,Low,Business,T129,49.7,51.5,102,Technician Availability,0,0,59,262.2,300,Within SLA,4.8,Completed
SR17414,18-04-2025,Chennai,Electrical Service,High,Industrial,T119,25.8,49,146.7,Scheduling,0,0,48.3,269.8,240,Breached,4.4,Completed
SR17415,07-08-2025,Mumbai,Installation,Critical,Residential,T128,21.1,59.8,110,Technician Availability,0,0,28.8,219.7,210,Breached,5,Completed
SR17416,19-03-2026,Mumbai,Electrical Service,Low,Business,T119,26.6,77.8,54.4,No Delay,0,0,26.3,185.1,300,Within SLA,4.6,Completed
SR17417,11-11-2025,Bangalore,Electrical Service,Critical,Industrial,T101,44,27.2,23.6,Approval,0,63.2,84.4,179.2,210,Within SLA,4.5,Completed
SR17418,26-06-2025,Bangalore,Equipment Repair,Low,Business,T105,39.7,47,20,Scheduling,0,0,43.6,150.3,300,Within SLA,4.3,Completed
SR17419,16-08-2025,Pune,Installation,High,Residential,T119,23.6,52.3,86.5,No Delay,0,0,45,207.4,240,Within SLA,4.5,Completed
SR17420,24-09-2025,Pune,Equipment Repair,Critical,Business,T102,51.2,53.9,103.7,Spare Part,89.7,0,108.5,317.3,210,Breached,4,Completed
SR17421,14-01-2026,Hyderabad,Network Support,Critical,Residential,T129,18.4,51.5,97.8,Approval,0,45.3,66.2,233.9,210,Breached,5,Completed
SR17422,04-05-2026,Mumbai,Installation,Medium,Industrial,T114,27.2,49.3,94.9,Technician Availability,0,0,50.4,221.8,270,Within SLA,5,Completed
SR17423,17-10-2025,Hyderabad,Electrical Service,High,Residential,T119,38.1,53.8,126.6,Scheduling,0,0,52.7,271.2,240,Breached,4.6,Completed
SR17424,23-12-2025,Hyderabad,Electrical Service,Low,Residential,T124,47.5,60.3,96.7,Technician Availability,0,0,40.4,244.9,300,Within SLA,5,Completed
SR17425,23-07-2025,Chennai,Equipment Repair,Medium,Industrial,T108,52.4,35.9,56.8,Approval,0,167.9,198.3,343.4,270,Breached,4.6,Completed
SR17426,01-08-2025,Chennai,Equipment Repair,Medium,Residential,T117,39.6,59.4,68.1,Spare Part,173.5,0,194.4,361.5,270,Breached,3.9,Completed
SR17427,06-07-2026,Pune,Network Support,Medium,Business,T102,16.4,60.3,98.8,Scheduling,0,0,28.3,203.8,270,Within SLA,4.7,Completed
SR17428,19-11-2025,Hyderabad,Network Support,High,Industrial,T117,50.9,54.7,91.3,Spare Part,119.5,0,158.1,355,240,Breached,3.9,Completed
SR17429,30-06-2025,Pune,Electrical Service,Low,Business,T108,19.4,81.5,83.8,Technician Availability,0,0,30.8,215.5,300,Within SLA,4.8,Completed
SR17430,14-05-2026,Mumbai,Preventive Maintenance,Critical,Industrial,T114,27.8,54.3,71,Approval,0,91,110.6,263.7,210,Breached,5,Completed
SR17431,16-11-2025,Bangalore,Network Support,High,Residential,T117,20.2,57.3,58,Spare Part,85.8,0,120.5,256,240,Breached,4.3,Cancelled
SR17432,24-03-2025,Chennai,Electrical Service,High,Business,T106,33.6,30.5,135.5,Spare Part,104.1,0,136.9,336.5,240,Breached,3.4,Completed
SR17433,30-10-2025,Mumbai,Network Support,High,Industrial,T126,19.7,70.8,57.3,Technician Availability,0,0,58.2,206,240,Within SLA,5,Completed
SR17434,19-09-2025,Mumbai,Installation,High,Business,T129,42.1,88.3,67.4,Spare Part,238.6,0,261.6,459.4,240,Breached,3.9,Completed
SR17435,19-07-2025,Chennai,Equipment Repair,Low,Industrial,T111,41.2,53.1,86.6,No Delay,0,0,33.2,214.1,300,Within SLA,4.9,Completed
SR17436,28-08-2025,Chennai,Electrical Service,Medium,Industrial,T108,46.3,10,96,Scheduling,0,0,22.1,174.4,270,Within SLA,5,Completed
SR17437,22-10-2025,Hyderabad,Network Support,Medium,Business,T113,39.3,71.5,92.2,Spare Part,140.9,0,172.6,375.6,270,Breached,4.3,Completed
SR17438,27-05-2026,Pune,Equipment Repair,Low,Business,T108,38.4,77.4,37,Spare Part,20,0,49.6,202.4,300,Within SLA,4.8,Completed
SR17439,31-01-2026,Mumbai,Preventive Maintenance,Medium,Business,T107,20.3,54.3,96.3,Technician Availability,0,0,41,211.9,270,Within SLA,4.6,Completed
SR17440,18-05-2025,Hyderabad,Network Support,High,Business,T124,24.8,39.6,118.7,Scheduling,0,0,26.8,209.9,240,Within SLA,4.7,Cancelled
SR17441,09-05-2025,Hyderabad,Electrical Service,Medium,Industrial,T124,33.5,75.5,93.2,No Delay,0,0,40.6,242.8,270,Within SLA,4.7,Completed
SR17442,18-02-2025,Mumbai,Installation,Medium,Business,T130,34.7,74,147.1,Approval,0,47.4,96.7,352.5,270,Breached,4.1,Completed
SR17443,20-10-2025,Mumbai,Equipment Repair,Medium,Business,T126,30,55,127.9,Spare Part,212.4,0,239,451.9,270,Breached,4.5,Completed
SR17444,20-06-2026,Bangalore,Equipment Repair,Low,Business,T130,43.3,72.8,75.2,Scheduling,0,0,29.6,220.9,300,Within SLA,4.8,Completed
SR17445,07-11-2025,Pune,Installation,High,Business,T103,69.8,35.5,69.5,Approval,0,119.6,137.2,312,240,Breached,4,Completed
SR17446,21-06-2026,Mumbai,Electrical Service,High,Business,T102,41.1,75.8,54.8,No Delay,0,0,37.2,208.9,240,Within SLA,4.6,Completed
SR17447,22-08-2025,Chennai,Preventive Maintenance,Critical,Business,T112,24.9,55.5,86.6,Spare Part,185.1,0,223.2,390.2,210,Breached,4.6,Completed
SR17448,28-07-2025,Bangalore,Installation,Medium,Residential,T104,46.7,43.9,95.7,No Delay,0,0,16.8,203.1,270,Within SLA,4.2,Completed
SR17449,04-04-2025,Pune,Preventive Maintenance,Medium,Residential,T105,25.6,52.3,120.7,Travel,0,0,43,241.6,270,Within SLA,4.4,Completed
SR17450,23-11-2025,Chennai,Electrical Service,Medium,Industrial,T116,40.3,66.2,84.8,Spare Part,175.3,0,203.1,394.4,270,Breached,3.8,Completed
SR17451,13-08-2025,Chennai,Network Support,High,Business,T102,42.1,56.2,62.4,No Delay,0,0,17.7,178.4,240,Within SLA,4.1,Cancelled
SR17452,11-01-2025,Pune,Network Support,Medium,Business,T127,38.5,86.7,119,No Delay,0,0,38.7,282.9,270,Breached,4.7,Cancelled
SR17453,25-11-2025,Bangalore,Electrical Service,Medium,Industrial,T124,26.1,74.3,50.3,Customer Availability,0,0,35.3,186,270,Within SLA,5,Completed
SR17454,12-01-2025,Chennai,Preventive Maintenance,Medium,Business,T124,36.1,26.6,98.9,Scheduling,0,0,42,203.6,270,Within SLA,4.4,Completed
SR17455,04-02-2025,Hyderabad,Installation,Low,Business,T113,27.5,68.5,91.8,Spare Part,143.5,0,166.6,354.4,300,Breached,5,Completed
SR17456,23-03-2026,Pune,Electrical Service,Low,Business,T128,27.4,70.1,88.7,Technician Availability,0,0,23.9,210.1,300,Within SLA,4.8,Cancelled
SR17457,28-03-2026,Pune,Electrical Service,High,Residential,T104,10.3,62.3,77.1,Technician Availability,0,0,37.6,187.3,240,Within SLA,4.4,Completed
SR17458,08-08-2025,Mumbai,Network Support,High,Business,T128,33.2,31,121.5,Technician Availability,0,0,19.1,204.8,240,Within SLA,4.7,Completed
SR17459,17-03-2026,Bangalore,Installation,Medium,Residential,T105,67.5,72.4,95.6,Spare Part,20,0,73.6,309.1,270,Breached,5,Completed
SR17460,19-06-2026,Hyderabad,Network Support,Medium,Business,T127,5,55.2,98.3,Spare Part,20,0,82.8,241.3,270,Within SLA,4.6,Completed
SR17461,17-08-2025,Hyderabad,Preventive Maintenance,Medium,Business,T112,5,29.8,106.3,No Delay,0,0,5,146.1,270,Within SLA,4.8,Completed
SR17462,10-12-2025,Mumbai,Preventive Maintenance,High,Industrial,T115,35.9,57.1,43.2,No Delay,0,0,49.4,185.6,240,Within SLA,5,Cancelled
SR17463,21-03-2025,Chennai,Equipment Repair,High,Industrial,T105,46.3,72.6,53.8,No Delay,0,0,19.3,192,240,Within SLA,4.7,Completed
SR17464,19-12-2025,Chennai,Electrical Service,High,Business,T105,14.8,33.2,62.1,No Delay,0,0,43.4,153.5,240,Within SLA,5,Completed
SR17465,31-01-2026,Hyderabad,Installation,Low,Business,T116,38.2,33.2,87.6,Technician Availability,0,0,28.3,187.3,300,Within SLA,4.6,Completed
SR17466,17-10-2025,Bangalore,Installation,High,Business,T125,32.6,64.6,60.2,Approval,0,85.6,128.6,286,240,Breached,4.5,Completed
SR17467,31-03-2026,Chennai,Network Support,Critical,Residential,T109,26,57.3,61.7,No Delay,0,0,29.4,174.4,210,Within SLA,4.6,Completed
SR17468,08-05-2025,Pune,Network Support,High,Business,T115,40.7,66.4,78.9,Technician Availability,0,0,34.2,220.2,240,Within SLA,4.8,Cancelled
SR17469,27-06-2026,Mumbai,Installation,Medium,Industrial,T130,19.9,51.4,114.4,Spare Part,144.9,0,152.6,338.3,270,Breached,4.2,Completed
SR17470,25-12-2025,Bangalore,Network Support,High,Residential,T127,50.3,100.2,113.8,No Delay,0,0,74.1,338.4,240,Breached,4.7,Completed
SR17471,11-06-2026,Chennai,Equipment Repair,High,Business,T104,6.3,43,104.4,No Delay,0,0,16.8,170.5,240,Within SLA,4.6,Completed
SR17472,09-11-2025,Hyderabad,Electrical Service,Medium,Residential,T117,33.8,63.4,102.7,Approval,0,55.1,84.5,284.4,270,Breached,4.8,Completed
SR17473,16-03-2025,Mumbai,Equipment Repair,Low,Residential,T124,36.6,40.9,85.1,No Delay,0,0,49.6,212.2,300,Within SLA,4.9,Completed
SR17474,30-06-2026,Chennai,Preventive Maintenance,High,Residential,T127,32.5,22,93.4,Technician Availability,0,0,66.4,214.3,240,Within SLA,4.8,Completed
SR17475,15-07-2025,Hyderabad,Installation,High,Residential,T101,27.3,47.6,85.9,No Delay,0,0,61,221.8,240,Within SLA,3.9,Completed
SR17476,29-01-2025,Chennai,Equipment Repair,Critical,Business,T116,44.4,44.5,88.9,Scheduling,0,0,5,182.8,210,Within SLA,4.9,Completed
SR17477,16-01-2025,Mumbai,Equipment Repair,Medium,Industrial,T123,28.9,85.7,92.4,No Delay,0,0,48.8,255.8,270,Within SLA,4.3,Completed
SR17478,27-02-2026,Pune,Network Support,High,Residential,T128,12.2,58.8,76.4,Spare Part,169.4,0,210.1,357.5,240,Breached,4.3,Completed
SR17479,12-08-2026,Pune,Network Support,Low,Industrial,T129,24.7,34.6,26.2,Travel,0,0,46,131.5,300,Within SLA,5,Completed
SR17480,09-02-2026,Hyderabad,Network Support,Critical,Residential,T120,36.4,51.3,106.7,Travel,0,0,24,218.4,210,Breached,4.7,Completed
SR17481,15-06-2026,Pune,Preventive Maintenance,Low,Industrial,T117,26.8,32.1,88.4,No Delay,0,0,43.7,191,300,Within SLA,4,Completed
SR17482,18-03-2025,Mumbai,Equipment Repair,Medium,Residential,T104,30.1,45.2,37.2,No Delay,0,0,46.2,158.7,270,Within SLA,4.1,Completed
SR17483,17-08-2025,Hyderabad,Electrical Service,Low,Residential,T123,46.6,70.9,106.9,Technician Availability,0,0,39.7,264.1,300,Within SLA,5,Completed
SR17484,24-10-2025,Chennai,Network Support,High,Business,T113,26,59.6,96.1,Approval,0,22.5,76.4,258.1,240,Breached,4.1,Completed
SR17485,25-05-2026,Bangalore,Preventive Maintenance,Medium,Business,T108,33.6,17.1,39.6,Travel,0,0,28.7,119,270,Within SLA,5,Completed
SR17486,27-07-2026,Chennai,Preventive Maintenance,High,Residential,T118,32.1,34.3,137.8,Approval,0,83.9,128.5,332.7,240,Breached,4,Completed
SR17487,22-06-2026,Mumbai,Network Support,Medium,Industrial,T113,51.1,33.5,83.4,Travel,0,0,27.5,195.5,270,Within SLA,4.8,Completed
SR17488,06-08-2026,Hyderabad,Installation,Medium,Business,T109,35.7,36.3,154.2,Technician Availability,0,0,39.7,265.9,270,Within SLA,4.7,Completed
SR17489,22-11-2025,Chennai,Equipment Repair,Medium,Business,T105,47,55.9,119.7,Technician Availability,0,0,27.5,250.1,270,Within SLA,4.6,Completed
SR17490,29-12-2025,Hyderabad,Network Support,Low,Business,T130,24.2,71,133.4,Technician Availability,0,0,37.5,266.1,300,Within SLA,4.9,Completed
SR17491,25-12-2025,Pune,Electrical Service,Medium,Business,T111,61.3,43.3,86.6,Travel,0,0,50.6,241.8,270,Within SLA,5,Completed
SR17492,20-11-2025,Bangalore,Equipment Repair,High,Residential,T128,47.5,37.4,91.4,No Delay,0,0,37,213.3,240,Within SLA,4.4,Completed
SR17493,22-11-2025,Mumbai,Preventive Maintenance,Medium,Industrial,T114,59.9,66.7,104.9,Spare Part,97.9,0,115.2,346.7,270,Breached,4.3,Completed
SR17494,14-06-2025,Chennai,Electrical Service,Low,Business,T124,38,56.3,94.7,Scheduling,0,0,28.2,217.2,300,Within SLA,4.4,Completed
SR17495,27-07-2026,Bangalore,Equipment Repair,Medium,Business,T118,25.9,39.6,105.3,Travel,0,0,48.4,219.2,270,Within SLA,5,Completed
SR17496,31-03-2026,Mumbai,Electrical Service,Low,Industrial,T118,31.6,42.2,82.9,Travel,0,0,41.9,198.6,300,Within SLA,5,Completed
SR17497,02-06-2025,Mumbai,Preventive Maintenance,Medium,Business,T120,38.1,44.2,33.5,No Delay,0,0,44.6,160.4,270,Within SLA,4.5,Completed
SR17498,07-05-2025,Pune,Network Support,Critical,Industrial,T116,37.9,72.2,71.9,Technician Availability,0,0,8.8,190.8,210,Within SLA,4.9,Completed
SR17499,12-07-2025,Hyderabad,Electrical Service,Medium,Residential,T104,28.9,58.8,98.9,Technician Availability,0,0,18.5,205.1,270,Within SLA,5,Completed
SR17500,14-06-2026,Hyderabad,Network Support,High,Business,T119,34.8,86.7,96.5,Travel,0,0,59.1,277.1,240,Breached,4.2,Completed
SR17501,10-01-2025,Bangalore,Preventive Maintenance,High,Industrial,T105,38.8,61,145,Spare Part,94,0,152.5,397.3,240,Breached,3.5,Completed
SR17502,02-04-2025,Pune,Preventive Maintenance,Medium,Business,T102,22.8,32.3,74.5,Technician Availability,0,0,43.9,173.5,270,Within SLA,4.8,Completed
SR17503,19-05-2025,Mumbai,Electrical Service,Medium,Residential,T117,29.5,16.7,96.9,No Delay,0,0,51.1,194.2,270,Within SLA,4.2,Completed
SR17504,26-04-2026,Pune,Electrical Service,Medium,Industrial,T128,55.1,37.6,106,Scheduling,0,0,8.4,207.1,270,Within SLA,4.8,Completed
SR17505,25-03-2026,Pune,Preventive Maintenance,Medium,Industrial,T104,53,17.4,99.6,Scheduling,0,0,42.9,212.9,270,Within SLA,4.8,Completed
SR17506,29-11-2025,Bangalore,Electrical Service,High,Industrial,T106,23.1,34.4,61.4,Technician Availability,0,0,5,123.9,240,Within SLA,5,Completed
SR17507,06-12-2025,Hyderabad,Electrical Service,High,Business,T130,63.4,50.4,98.3,Technician Availability,0,0,54.2,266.3,240,Breached,5,Completed
SR17508,21-02-2025,Pune,Electrical Service,High,Industrial,T122,23.1,24,55.5,Spare Part,222.4,0,272,374.6,240,Breached,3.7,Completed
SR17509,11-04-2026,Pune,Electrical Service,High,Industrial,T118,41.1,65.7,72,Spare Part,274.1,0,295.4,474.2,240,Breached,3.4,Cancelled
SR17510,20-04-2026,Pune,Equipment Repair,Medium,Industrial,T106,54.9,39.9,80.1,Technician Availability,0,0,31.6,206.5,270,Within SLA,4.7,Completed
SR17511,05-02-2026,Chennai,Preventive Maintenance,High,Residential,T120,23,66,79.7,No Delay,0,0,49.9,218.6,240,Within SLA,4.8,Completed
SR17512,15-03-2026,Pune,Preventive Maintenance,High,Industrial,T126,18.1,31.1,39,Technician Availability,0,0,28,116.2,240,Within SLA,4.3,Completed
SR17513,24-05-2026,Pune,Installation,High,Industrial,T115,42.4,64.5,83.9,Technician Availability,0,0,16.1,206.9,240,Within SLA,4.9,Completed
SR17514,02-06-2025,Mumbai,Network Support,High,Industrial,T101,33.9,39.9,89,Approval,0,76.8,144.3,307.1,240,Breached,4.6,Completed
SR17515,29-05-2026,Chennai,Installation,High,Residential,T117,29.8,45.3,92,No Delay,0,0,50.1,217.2,240,Within SLA,4.6,Completed
SR17516,18-05-2026,Pune,Electrical Service,Low,Industrial,T102,14.7,37.3,77.4,Approval,0,101.9,145,274.4,300,Within SLA,4,Completed
SR17517,06-01-2025,Pune,Electrical Service,Medium,Business,T104,54.8,47,144.2,No Delay,0,0,40.3,286.3,270,Breached,4.4,Completed
SR17518,15-05-2026,Bangalore,Equipment Repair,High,Industrial,T124,38.8,61.5,90.5,Technician Availability,0,0,44.2,235,240,Within SLA,4.5,Completed
SR17519,28-04-2025,Bangalore,Equipment Repair,Medium,Business,T103,45.3,22.4,72.2,Scheduling,0,0,33.2,173.1,270,Within SLA,4.7,Completed
SR17520,30-04-2026,Chennai,Equipment Repair,High,Residential,T127,52.5,94.4,94.4,Travel,0,0,32.4,273.7,240,Breached,4.4,Completed
SR17521,13-04-2026,Mumbai,Equipment Repair,Medium,Residential,T121,8.9,94.7,65.9,Scheduling,0,0,36.1,205.6,270,Within SLA,4.2,Completed
SR17522,10-06-2025,Chennai,Equipment Repair,Medium,Industrial,T103,37.7,40,113.9,No Delay,0,0,49.7,241.3,270,Within SLA,4.8,Completed
SR17523,27-09-2025,Chennai,Equipment Repair,Low,Industrial,T124,12.3,69.9,100.4,Travel,0,0,33.3,215.9,300,Within SLA,5,Completed
SR17524,25-02-2025,Bangalore,Equipment Repair,High,Residential,T114,46.3,26.1,133.5,Technician Availability,0,0,40,245.9,240,Breached,4.5,Completed
SR17525,16-08-2025,Bangalore,Equipment Repair,Low,Residential,T120,55.2,17.2,115,Spare Part,317.8,0,357.5,544.9,300,Breached,3.3,Completed
SR17526,29-05-2025,Mumbai,Equipment Repair,High,Residential,T127,33.7,88.7,130,Spare Part,106,0,139.9,392.3,240,Breached,3.8,Completed
SR17527,15-02-2025,Pune,Preventive Maintenance,Critical,Business,T108,34,65.9,20,No Delay,0,0,30.1,150,210,Within SLA,5,Completed
SR17528,24-05-2025,Mumbai,Equipment Repair,Medium,Business,T129,43.6,53.1,54.3,Approval,0,138.4,173.2,324.2,270,Breached,4.2,Completed
SR17529,06-12-2025,Pune,Network Support,Low,Industrial,T108,42.1,65.1,106.1,Approval,0,88.9,149.5,362.8,300,Breached,4.5,Completed
SR17530,17-02-2026,Hyderabad,Equipment Repair,Low,Business,T109,31.7,36.7,67.6,No Delay,0,0,40.1,176.1,300,Within SLA,4.9,Completed
SR17531,04-06-2026,Bangalore,Electrical Service,Medium,Residential,T118,45.6,52.1,131,Technician Availability,0,0,66.4,295.1,270,Breached,4.4,Cancelled
SR17532,10-12-2025,Hyderabad,Electrical Service,Medium,Industrial,T127,31.5,54.9,77.8,No Delay,0,0,43.8,208,270,Within SLA,4.3,Completed
SR17533,22-01-2026,Hyderabad,Equipment Repair,Medium,Business,T126,39.6,21.2,118.8,Spare Part,95.8,0,107.6,287.2,270,Breached,4.6,Completed
SR17534,18-04-2026,Bangalore,Equipment Repair,Medium,Industrial,T107,16.2,73.2,99.6,No Delay,0,0,36.3,225.3,270,Within SLA,3.9,Completed
SR17535,02-10-2025,Hyderabad,Electrical Service,Medium,Business,T110,52.3,41.1,82.4,Approval,0,98,118.9,294.7,270,Breached,4.7,Completed
SR17536,19-12-2025,Chennai,Network Support,High,Industrial,T130,21.9,26.6,64.1,No Delay,0,0,58.4,171,240,Within SLA,4.4,Completed
SR17537,07-03-2025,Pune,Installation,High,Residential,T130,39.8,83.8,94.8,Spare Part,125.5,0,145,363.4,240,Breached,3.8,Completed
SR17538,20-03-2025,Mumbai,Preventive Maintenance,Medium,Residential,T101,18.1,74.8,79.9,Spare Part,68.8,0,104.3,277.1,270,Breached,5,Completed
SR17539,21-07-2025,Bangalore,Electrical Service,High,Residential,T129,28.3,45.9,61.1,Travel,0,0,11.2,146.5,240,Within SLA,4.8,Completed
SR17540,12-07-2026,Chennai,Equipment Repair,Low,Business,T104,27.3,25,42.5,Technician Availability,0,0,40.2,135,300,Within SLA,4.6,Completed
SR17541,23-04-2025,Mumbai,Preventive Maintenance,Medium,Industrial,T120,42.8,60.7,87.9,Technician Availability,0,0,40.7,232.1,270,Within SLA,4.6,Completed
SR17542,01-04-2025,Mumbai,Equipment Repair,Medium,Industrial,T104,57.2,51.6,114.7,No Delay,0,0,53.5,277,270,Breached,4.9,Completed
SR17543,21-05-2025,Mumbai,Installation,Medium,Industrial,T123,23.5,94,93.8,Technician Availability,0,0,45.5,256.8,270,Within SLA,4.7,Completed
SR17544,16-10-2025,Hyderabad,Installation,Low,Business,T129,21.3,77,106.7,No Delay,0,0,25.8,230.8,300,Within SLA,4.3,Completed
SR17545,12-08-2026,Hyderabad,Electrical Service,Medium,Residential,T114,50.6,41,81.3,Customer Availability,0,0,68.4,241.3,270,Within SLA,4.6,Completed
SR17546,15-02-2026,Hyderabad,Preventive Maintenance,High,Residential,T105,24.3,79.4,61.2,Technician Availability,0,0,32.4,197.3,240,Within SLA,4.7,Completed
SR17547,12-01-2026,Hyderabad,Preventive Maintenance,Low,Industrial,T105,69.8,77.2,107.7,Scheduling,0,0,5,259.7,300,Within SLA,4.9,Completed
SR17548,19-01-2026,Chennai,Installation,High,Industrial,T119,19.1,15.2,78,No Delay,0,0,29.8,142.1,240,Within SLA,5,Completed
